,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence,plot_type
1192,12.0,9.667192857142854,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1193,13.0,10.677492857142855,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1194,14.0,11.507878571428574,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1195,15.0,12.112664285714292,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1196,16.0,12.530635714285717,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1197,17.0,12.801607142857145,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1198,18.0,12.87389285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1199,19.0,12.642428571428573,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1200,20.0,12.118521428571427,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1201,21.0,11.39048571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1202,22.0,10.498278571428568,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1203,23.0,9.659464285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1204,24.0,9.068142857142856,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1205,25.0,8.446328571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1206,26.0,7.628828571428573,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1207,27.0,6.75265,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1208,28.0,5.905678571428572,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1209,29.0,5.114092857142856,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1210,30.0,4.45820714285714,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1211,31.0,3.9713714285714254,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1212,32.0,3.5078642857142825,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1213,33.0,3.016599999999997,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1214,34.0,2.576871428571426,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1215,35.0,2.190814285714284,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1216,36.0,1.84125,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1217,37.0,1.5704214285714293,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1218,38.0,1.387914285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1219,39.0,1.225592857142859,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1220,40.0,1.0628428571428583,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1221,41.0,0.9212714285714279,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1222,42.0,0.7973071428571419,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1223,43.0,0.6832214285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1224,44.0,0.5847357142857155,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1225,45.0,0.5114500000000004,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1226,46.0,0.4526214285714291,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1227,47.0,0.3962214285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1228,48.0,0.3476928571428581,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1229,49.0,0.30173571428571827,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1230,50.0,0.2582214285714315,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1231,51.0,0.2235857142857144,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1232,52.0,0.20025714285714405,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1233,53.0,0.17850000000000169,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1234,54.0,0.15330000000000155,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1235,55.0,0.12839999999999915,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1236,56.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1237,57.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1238,58.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1239,0.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1240,1.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1241,2.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1242,3.0,1.195685714285718,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1243,4.0,1.5604071428571402,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1244,5.0,2.2376214285714298,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1245,6.0,3.1587500000000013,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1246,7.0,4.266678571428566,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1247,8.0,5.51445714285714,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1248,9.0,6.638135714285713,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1249,10.0,7.438307142857142,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1250,11.0,8.252214285714286,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1251,12.0,9.22072857142857,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1252,13.0,10.09776428571429,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1253,14.0,10.759228571428576,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1254,15.0,11.182650000000002,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1255,16.0,11.4549,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1256,17.0,11.656449999999998,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1257,18.0,11.68437857142857,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1258,19.0,11.436300000000001,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1259,20.0,10.992835714285711,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1260,21.0,10.44217142857143,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1261,22.0,9.76582142857143,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1262,23.0,9.090328571428572,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1263,24.0,8.600921428571429,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1264,25.0,8.076728571428571,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1265,26.0,7.375757142857139,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1266,27.0,6.608799999999995,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1267,28.0,5.8207857142857105,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1268,29.0,5.060399999999996,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1269,30.0,4.440021428571426,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1270,31.0,3.9912642857142835,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1271,32.0,3.55982857142857,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1272,33.0,3.0931857142857155,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1273,34.0,2.661464285714288,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1274,35.0,2.2724000000000024,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1275,36.0,1.925557142857144,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1276,37.0,1.6554499999999996,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1277,38.0,1.4577785714285725,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1278,39.0,1.2898642857142877,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1279,40.0,1.129257142857142,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1280,41.0,0.9828285714285697,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1281,42.0,0.8529999999999984,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1282,43.0,0.7307571428571414,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1283,44.0,0.6282571428571434,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1284,45.0,0.5655500000000018,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1285,46.0,0.5133071428571441,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1286,47.0,0.4559142857142859,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1287,48.0,0.4037999999999999,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1288,49.0,0.3509785714285718,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1289,50.0,0.3063285714285736,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1290,51.0,0.27068571428571475,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1291,52.0,0.2410642857142834,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1292,53.0,0.21644285714285563,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1293,54.0,0.18922857142857194,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1294,55.0,0.1611785714285706,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1295,56.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1296,57.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1297,58.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1298,0.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1299,1.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1300,2.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1301,3.0,0.7865785714285696,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1302,4.0,1.0396500000000026,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1303,5.0,1.5113000000000016,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1304,6.0,2.151014285714284,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1305,7.0,2.914121428571426,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1306,8.0,3.757092857142851,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1307,9.0,4.509742857142851,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1308,10.0,5.061842857142855,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1309,11.0,5.61695,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1310,12.0,6.279135714285714,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1311,13.0,6.927714285714284,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
